No;DateTime;Rad;T;Dep;AirT;WindSpeed;TimeSampl;Date;PO4;NO3;NH4;DOC;DIC;Cph;DW;DO
10099;09.26.2013 09:00;147,057;10,47;1,144;8,8;0,6;;;;;;;;;;
10100;09.26.2013 09:30;161,107;10,47;1,145;9,2;0,5;;;;;;;;;;
10101;09.26.2013 10:00;200,898;10,47;1,142;10,7;0,2;;;;;;;;;;
10102;09.26.2013 10:30;477,937;10,47;1,141;11,6;0,2;;;;;;;;;;
10103;09.26.2013 11:00;90,4679;10,47;1,143;10,6;0,4;;;;;;;;;;
10104;09.26.2013 11:30;562,177;10,48;1,142;12;0,6;;;;;;;;;;
10105;09.26.2013 12:00;485,139;10,49;1,142;13;0,1;;;;;;;;;;
10106;09.26.2013 12:30;485,834;10,5;1,142;13,8;0,5;;;;;;;;;;
10107;09.26.2013 13:00;114,219;10,51;1,142;14,4;0,3;;;;;;;;;;
10108;09.26.2013 13:30;141,91;10,52;1,144;12,1;0,2;;;;;;;;;;
10109;09.26.2013 14:00;78,5709;10,52;1,144;12;0,1;;;;;;;;;;
10110;09.26.2013 14:30;362,078;10,53;1,144;13,5;0,4;;;;;;;;;;
10111;09.26.2013 15:00;304,278;10,54;1,145;13,7;0,5;;;;;;;;;;
10112;09.26.2013 15:30;74,1056;10,54;1,147;11,8;1,1;;;;;;;;;;
10113;09.26.2013 16:00;196,718;10,55;1,149;12,3;1,4;;;;;;;;;;
10114;09.26.2013 16:30;125,807;10,55;1,149;12;1,1;;;;;;;;;;
10115;09.26.2013 17:00;66,8777;10,55;1,149;11,7;1;;;;;;;;;;
10116;09.26.2013 17:30;5,04714;10,55;1,15;11,1;1,7;;;;;;;;;;
10117;09.26.2013 18:00;-4,29444;10,56;1,15;9;2,4;;;;;;;;;;
10118;09.26.2013 18:30;-4,57381;10,56;1,148;7,7;0,7;;;;;;;;;;
10119;09.26.2013 19:00;-3,77508;10,56;1,149;7;0,6;;;;;;;;;;
10120;09.26.2013 19:30;-3,12544;10,56;1,146;6,3;0,7;;;;;;;;;;
10121;09.26.2013 20:00;-4,09411;10,56;1,146;5,6;0,5;;;;;;;;;;
10122;09.26.2013 20:30;-3,1156;10,57;1,146;5,6;0,4;;;;;;;;;;
10123;09.26.2013 21:00;-3,1072;10,56;1,145;5,7;0,5;;;;;;;;;;
10124;09.26.2013 21:30;-2,93871;10,56;1,147;5,6;0,3;;;;;;;;;;
10125;09.26.2013 22:00;-3,69055;10,54;1,144;5,5;0,3;;;;;;;;;;
10126;09.26.2013 22:30;-3,35125;10,46;1,143;5;0,9;;;;;;;;;;
10127;09.26.2013 23:00;-2,81423;10,4;1,139;4,9;0,7;;;;;;;;;;
10128;09.26.2013 23:30;-2,29342;10,34;1,135;6,2;0,3;;;;;;;;;;
10129;09.27.2013 00:00;-3,32925;10,29;1,133;6,8;1,2;;;;;;;;;;
10130;09.27.2013 00:30;-3,70705;10,24;1,132;6,5;0,5;;;;;;;;;;
10131;09.27.2013 01:00;-0,912794;10,18;1,129;6,9;1,7;;;;;;;;;;
10132;09.27.2013 01:30;-3,11502;10,14;1,128;8,1;1,7;;;;;;;;;;
10133;09.27.2013 02:00;-3,12399;10,11;1,126;8,1;1,2;;;;;;;;;;
10134;09.27.2013 02:30;-3,79911;10,07;1,124;7,5;1,9;;;;;;;;;;
10135;09.27.2013 03:00;-3,86396;10,03;1,124;6,9;2,1;;;;;;;;;;
10136;09.27.2013 03:30;-2,96709;9,98;1,124;6,9;3,5;;;;;;;;;;
10137;09.27.2013 04:00;-3,6173;9,94;1,123;6,4;4,4;;;;;;;;;;
10138;09.27.2013 04:30;-1,83746;9,89;1,124;6,5;4;;;;;;;;;;
10139;09.27.2013 05:00;-3,15063;9,84;1,129;6,1;2,9;;;;;;;;;;
10140;09.27.2013 05:30;-2,89645;9,79;1,13;5,6;3,5;;;;;;;;;;
10141;09.27.2013 06:00;2,22075;9,74;1,127;5,7;3,3;;;;;;;;;;
10142;09.27.2013 06:30;16,6515;9,7;1,127;6;0,6;;;;;;;;;;
10143;09.27.2013 07:00;45,0772;9,66;1,128;6,4;2,2;;;;;;;;;;
10144;09.27.2013 07:30;113,751;9,63;1,128;7,6;1,3;;;;;;;;;;
10145;09.27.2013 08:00;78,9223;9,62;1,128;8,9;3,3;;;;;;;;;;
10146;09.27.2013 08:30;107,232;9,62;1,126;9,6;0,8;;;;;;;;;;
10147;09.27.2013 09:00;79,8256;9,62;1,124;10,1;1,3;;;;;;;;;;
10148;09.27.2013 09:30;100,606;9,62;1,124;10,1;1;;;;;;;;;;
10149;09.27.2013 10:00;192,854;9,61;1,122;10,4;1,1;;;;;;;;;;
10150;09.27.2013 10:30;247,027;9,61;1,122;11,2;0,7;;;;;;;;;;
10151;09.27.2013 11:00;162,158;9,6;1,119;11,7;0,3;;;;;;;;;;
10152;09.27.2013 11:30;252,749;9,6;1,119;12,3;0,7;;;;;;;;;;
10153;09.27.2013 12:00;565,049;9,61;1,117;12,9;0,3;;;;;;;;;;
10154;09.27.2013 12:30;339,688;9,61;1,115;13,6;0,3;;;;;;;;;;
10155;09.27.2013 13:00;361,119;9,61;1,115;13,4;0,2;;;;;;;;;;
10156;09.27.2013 13:30;603,392;9,62;1,112;14,5;0,1;;;;;;;;;;
10157;09.27.2013 14:00;23,3294;9,62;1,113;10,8;0,4;;;;;;;;;;
10158;09.27.2013 14:30;385,788;9,63;1,113;12,2;0,3;;;;;;;;;;
10159;09.27.2013 15:00;47,0191;9,63;1,11;11,1;0,4;;;;;;;;;;
10160;09.27.2013 15:30;100,815;9,63;1,111;11,1;0,3;;;;;;;;;;
10161;09.27.2013 16:00;265,884;9,64;1,112;11,5;0,4;;;;;;;;;;
10162;09.27.2013 16:30;145,641;9,65;1,114;12,2;0,3;;;;;;;;;;
10163;09.27.2013 17:00;27,7946;9,65;1,11;9,7;0,2;;;;;;;;;;
10164;09.27.2013 17:30;3,02846;9,66;1,109;9,7;0,5;;;;;;;;;;
10165;09.27.2013 18:00;0,172831;9,67;1,111;9,8;0,2;;;;;;;;;;
10166;09.27.2013 18:30;-3,49137;9,68;1,11;9,1;0,1;;;;;;;;;;
10167;09.27.2013 19:00;-3,09939;9,69;1,11;8,3;0,1;;;;;;;;;;
10168;09.27.2013 19:30;-1,6516;9,7;1,108;8,6;0,2;;;;;;;;;;
10169;09.27.2013 20:00;-4,12682;9,71;1,104;7,8;0,2;;;;;;;;;;
10170;09.27.2013 20:30;-3,45981;9,72;1,103;7,1;0,3;;;;;;;;;;
10171;09.27.2013 21:00;-4,02666;9,72;1,102;6,3;0,2;;;;;;;;;;
10172;09.27.2013 21:30;-3,40828;9,73;1,102;6,2;0,3;;;;;;;;;;
10173;09.27.2013 22:00;-3,01891;9,74;1,102;5,7;0,9;;;;;;;;;;
10174;09.27.2013 22:30;-3,66854;9,74;1,098;5,2;0,5;;;;;;;;;;
10175;09.27.2013 23:00;-2,68338;9,74;1,096;5,2;2,7;;;;;;;;;;
10176;09.27.2013 23:30;-3,32288;9,72;1,096;4,2;3;;;;;;;;;;
10177;09.28.2013 00:00;-2,73143;9,68;1,097;4,5;1,6;;;;;;;;;;
10178;09.28.2013 00:30;-3,04207;9,63;1,096;4,4;0,9;;;;;;;;;;
10179;09.28.2013 01:00;-3,6257;9,56;1,099;4,2;0,4;;;;;;;;;;
10180;09.28.2013 01:30;-3,09939;9,51;1,1;3,8;0,3;;;;;;;;;;
10181;09.28.2013 02:00;-2,79194;9,45;1,1;3,8;0,6;;;;;;;;;;
10182;09.28.2013 02:30;-2,7019;9,39;1,102;4;0,7;;;;;;;;;;
10183;09.28.2013 03:00;-2,7682;9,33;1,104;3,4;1,6;;;;;;;;;;
10184;09.28.2013 03:30;-2,70914;9,28;1,107;3;2;;;;;;;;;;
10185;09.28.2013 04:00;-3,1984;9,22;1,11;3,1;2,3;;;;;;;;;;
10186;09.28.2013 04:30;-3,23487;9,16;1,111;3,1;1,4;;;;;;;;;;
10187;09.28.2013 05:00;-2,32179;9,09;1,115;3,4;1,1;;;;;;;;;;
10188;09.28.2013 05:30;-3,26122;9,04;1,116;2,9;0,2;;;;;;;;;;
10189;09.28.2013 06:00;1,08447;9,01;1,119;2,7;0,1;;;;;;;;;;
10190;09.28.2013 06:30;12,498;8,94;1,122;3,1;0,7;;;;;;;;;;
10191;09.28.2013 07:00;51,4488;8,88;1,122;4;0,5;;;;;;;;;;
10192;09.28.2013 07:30;70,7807;8,86;1,124;5,4;0,2;;;;;;;;;;
10193;09.28.2013 08:00;81,6703;8,84;1,125;6,7;0,4;;;;;;;;;;
10194;09.28.2013 08:30;76,3009;8,85;1,125;7,6;0,4;;;;;;;;;;
10195;09.28.2013 09:00;115,739;8,85;1,127;8,1;0,1;;;;;;;;;;
10196;09.28.2013 09:30;178,184;8,85;1,126;8,6;0,2;;;;;;;;;;
10197;09.28.2013 10:00;155,534;8,85;1,129;9,6;0,2;;;;;;;;;;
10198;09.28.2013 10:30;424,59;8,85;1,131;11,6;0,3;;;;;;;;;;
10199;09.28.2013 11:00;435,703;8,85;1,131;12,9;0,2;;;;;;;;;;
10200;09.28.2013 11:30;476,188;8,85;1,132;13,7;0,2;;;;;;;;;;
10201;09.28.2013 12:00;547,373;8,85;1,13;13,8;0,2;;;;;;;;;;
10202;09.28.2013 12:30;494,775;8,85;1,128;14;0,2;;;;;;;;;;
10203;09.28.2013 13:00;119,87;8,85;1,128;14,2;0,1;;;;;;;;;;
10204;09.28.2013 13:30;102,165;8,85;1,127;13,4;0,2;;;;;;;;;;
10205;09.28.2013 14:00;405,581;8,86;1,128;14,9;0,1;;;;;;;;;;
10206;09.28.2013 14:30;121,97;8,86;1,128;13,7;0,3;;;;;;;;;;
10207;09.28.2013 15:00;69,1112;8,87;1,127;12,9;0,4;;;;;;;;;;
10208;09.28.2013 15:30;136,448;8,87;1,128;13;0,4;;;;;;;;;;
10209;09.28.2013 16:00;50,4726;8,88;1,128;12,6;0,2;;;;;;;;;;
10210;09.28.2013 16:30;46,1055;8,89;1,129;12;0,2;;;;;;;;;;
10211;09.28.2013 17:00;16,4769;8,89;1,127;10,7;0,1;;;;;;;;;;
10212;09.28.2013 17:30;4,19804;8,9;1,127;9,7;0,6;;;;;;;;;;
10213;09.28.2013 18:00;-2,99227;8,91;1,127;8,6;0,1;;;;;;;;;;
10214;09.28.2013 18:30;-3,57098;8,91;1,125;7,9;0,1;;;;;;;;;;
10215;09.28.2013 19:00;-4,00755;8,92;1,125;6,9;0,1;;;;;;;;;;
10216;09.28.2013 19:30;-2,42948;8,93;1,126;7,1;0,5;;;;;;;;;;
10217;09.28.2013 20:00;-3,53306;8,93;1,126;7,4;0,3;;;;;;;;;;
10218;09.28.2013 20:30;-3,62888;8,94;1,126;7,2;0,4;;;;;;;;;;
10219;09.28.2013 21:00;-3,78029;8,95;1,125;6,4;0,7;;;;;;;;;;
10220;09.28.2013 21:30;-4,03853;8,96;1,123;6,4;0,2;;;;;;;;;;
10221;09.28.2013 22:00;-3,74902;8,97;1,121;5,9;0,4;;;;;;;;;;
10222;09.28.2013 22:30;-3,80664;8,98;1,117;5,1;0,1;;;;;;;;;;
10223;09.28.2013 23:00;-3,63873;8,98;1,114;4,4;0,2;;;;;;;;;;
10224;09.28.2013 23:30;-3,57011;8,97;1,111;3,9;0,6;;;;;;;;;;
10225;09.29.2013 00:00;-2,8921;8,95;1,107;3,9;0,3;;;;;;;;;;
10226;09.29.2013 00:30;-2,78181;8,92;1,105;4,9;0,3;;;;;;;;;;
10227;09.29.2013 01:00;-3,88393;8,88;1,101;3,8;1;;;;;;;;;;
10228;09.29.2013 01:30;-2,89905;8,83;1,098;3,1;1,6;;;;;;;;;;
10229;09.29.2013 02:00;-3,6283;8,77;1,095;2,8;0,9;;;;;;;;;;
10230;09.29.2013 02:30;-3,25745;8,72;1,094;2,4;1,2;;;;;;;;;;
10231;09.29.2013 03:00;-3,4077;8,66;1,093;2,5;0,6;;;;;;;;;;
10232;09.29.2013 03:30;-3,00269;8,61;1,091;2,2;1,4;;;;;;;;;;
10233;09.29.2013 04:00;-3,13181;8,55;1,09;2,3;2,2;;;;;;;;;;
10234;09.29.2013 04:30;-2,11798;8,49;1,092;2,6;2,3;;;;;;;;;;
10235;09.29.2013 05:00;-2,49636;8,43;1,094;3,1;1,8;;;;;;;;;;
10236;09.29.2013 05:30;-3,07188;8,37;1,089;2,3;2;;;;;;;;;;
10237;09.29.2013 06:00;0,645875;8,33;1,086;4,1;1,9;;;;;;;;;;
10238;09.29.2013 06:30;12,7302;8,27;1,088;4,3;1,9;;;;;;;;;;
10239;09.29.2013 07:00;75,4643;8,22;1,09;5,8;1,3;;;;;;;;;;
10240;09.29.2013 07:30;136,379;8,19;1,091;6,7;0,9;;;;;;;;;;
10241;09.29.2013 08:00;203,395;8,16;1,091;7,6;1,6;;;;;;;;;;
10242;09.29.2013 08:30;252,58;8,15;1,09;8,7;2,7;;;;;;;;;;
10243;09.29.2013 09:00;300,349;8,15;1,089;10;1,5;;;;;;;;;;
10244;09.29.2013 09:30;350,118;8,14;1,083;11;1,3;;;;;;;;;;
10245;09.29.2013 10:00;377,209;8,13;1,079;11,5;1,1;;;;;;;;;;
10246;09.29.2013 10:30;421,744;8,13;1,077;12,3;0,2;;;;;;;;;;
10247;09.29.2013 11:00;450,08;8,13;1,074;13,1;0,4;;;;;;;;;;
10248;09.29.2013 11:30;475,503;8,14;1,073;13,4;0,2;;;;;;;;;;
10249;09.29.2013 12:00;473,629;8,14;1,072;13,4;0,6;;;;;;;;;;
10250;09.29.2013 12:30;198,721;8,14;1,07;13,1;0,3;;;;;;;;;;
10251;09.29.2013 13:00;80,2642;8,14;1,069;13,8;0,4;;;;;;;;;;
10252;09.29.2013 13:30;335,473;8,15;1,068;13,1;0,7;;;;;;;;;;
10253;09.29.2013 14:00;288,969;8,15;1,068;12,8;0,3;;;;;;;;;;
10254;09.29.2013 14:30;437,703;8,16;1,073;14,5;0,5;;;;;;;;;;
10255;09.29.2013 15:00;50,0931;8,16;1,078;12,5;0,4;;;;;;;;;;
10256;09.29.2013 15:30;64,98;8,17;1,08;12,9;0,4;;;;;;;;;;
10257;09.29.2013 16:00;203,618;8,18;1,081;13,4;0,5;;;;;;;;;;
10258;09.29.2013 16:30;122,153;8,19;1,088;12,6;0,5;;;;;;;;;;
10259;09.29.2013 17:00;17,7284;8,19;1,095;12,2;0,3;;;;;;;;;;
10260;09.29.2013 17:30;4,48609;8,2;1,097;11;0,2;;;;;;;;;;
10261;09.29.2013 18:00;-3,78753;8,21;1,102;10,2;0,6;;;;;;;;;;
10262;09.29.2013 18:30;-5,00632;8,22;1,105;8,4;0,4;;;;;;;;;;
10263;09.29.2013 19:00;-3,75858;8,21;1,11;7,9;0,2;;;;;;;;;;
10264;09.29.2013 19:30;-3,04091;8,24;1,112;7,3;0,2;;;;;;;;;;
10265;09.29.2013 20:00;-3,58488;8,25;1,115;7,2;0,3;;;;;;;;;;
10266;09.29.2013 20:30;-3,53161;8,26;1,119;7;0,2;;;;;;;;;;
10267;09.29.2013 21:00;-3,40568;8,27;1,122;7;0,2;;;;;;;;;;
10268;09.29.2013 21:30;-3,64336;8,28;1,125;6,3;0,2;;;;;;;;;;
10269;09.29.2013 22:00;-3,51656;8,29;1,126;6;0,4;;;;;;;;;;
10270;09.29.2013 22:30;-3,29567;8,29;1,13;5,9;0,5;;;;;;;;;;
10271;09.29.2013 23:00;-3,76205;8,3;1,134;5,3;0,3;;;;;;;;;;
10272;09.29.2013 23:30;-3,38831;8,3;1,137;5,3;0,1;;;;;;;;;;
10273;09.30.2013 00:00;-3,83037;8,28;1,136;4,9;0,3;;;;;;;;;;
10274;09.30.2013 00:30;-3,51106;8,26;1,136;4,8;1,2;;;;;;;;;;
10275;09.30.2013 01:00;-3,69026;8,24;1,139;4,4;1;;;;;;;;;;
10276;09.30.2013 01:30;-3,58575;8,19;1,14;4,1;1,7;;;;;;;;;;
10277;09.30.2013 02:00;-3,50816;8,13;1,144;3,9;0,8;;;;;;;;;;
10278;09.30.2013 02:30;-3,4879;8,07;1,147;3,9;2,5;;;;;;;;;;
10279;09.30.2013 03:00;-3,97628;8,02;1,152;3,3;2,4;;;;;;;;;;
10280;09.30.2013 03:30;-3,21924;7,97;1,155;2,9;5,6;;;;;;;;;;
10281;09.30.2013 04:00;-3,25514;7,92;1,158;2,5;3,5;;;;;;;;;;
10282;09.30.2013 04:30;-3,13905;7,86;1,161;1,7;2;;;;;;;;;;
10283;09.30.2013 05:00;-3,39612;7,8;1,164;1,8;2,8;;;;;;;;;;
10284;09.30.2013 05:30;-2,46538;7,75;1,167;2,4;4,8;;;;;;;;;;
10285;09.30.2013 06:00;0,405879;7,7;1,168;2,3;2,7;;;;;;;;;;
10286;09.30.2013 06:30;15,8108;7,65;1,167;1,8;2,7;;;;;;;;;;
10287;09.30.2013 07:00;71,5566;7,6;1,167;3,5;2,4;;;;;;;;;;
10288;09.30.2013 07:30;168,916;7,56;1,168;4,4;3,3;;;;;;;;;;
10289;09.30.2013 08:00;240,941;7,53;1,169;5,9;3,7;;;;;;;;;;
10290;09.30.2013 08:30;199,036;7,53;1,168;7,2;1,9;;;;;;;;;;
10291;09.30.2013 09:00;273,126;7,52;1,167;8,7;1,3;;;;;;;;;;
10292;09.30.2013 09:30;330,552;7,52;1,167;9,6;0,6;;;;;;;;;;
10293;09.30.2013 10:00;400,484;7,52;1,168;10,7;0,7;;;;;;;;;;
10294;09.30.2013 10:30;430,18;7,52;1,168;11;0,2;;;;;;;;;;
10295;09.30.2013 11:00;409,607;7,52;1,167;11,6;0,3;;;;;;;;;;
10296;09.30.2013 11:30;457,786;7,53;1,166;11,9;0,5;;;;;;;;;;
10297;09.30.2013 12:00;478,766;7,53;1,162;12,3;0,8;;;;;;;;;;
10298;09.30.2013 12:30;469,183;7,53;1,162;12,6;0,3;;;;;;;;;;
10299;09.30.2013 13:00;466,018;7,54;1,16;13;0,1;;;;;;;;;;
10300;09.30.2013 13:30;402,762;7,55;1,162;13;0,8;;;;;;;;;;
10301;09.30.2013 14:00;422,206;7,56;1,161;13,3;0,3;;;;;;;;;;
10302;09.30.2013 14:30;293,162;7,57;1,16;13,4;0,2;;;;;;;;;;
10303;09.30.2013 15:00;319,221;7,58;1,16;13,3;0,2;;;;;;;;;;
10304;09.30.2013 15:30;247,212;7,59;1,16;13,2;0,1;;;;;;;;;;
10305;09.30.2013 16:00;180,135;7,6;1,163;13;0,5;;;;;;;;;;
10306;09.30.2013 16:30;114,853;7,6;1,162;12,8;0,2;;;;;;;;;;
10307;09.30.2013 17:00;58,5279;7,6;1,162;11,9;0,1;;;;;;;;;;
10308;09.30.2013 17:30;6,28533;7,62;1,162;10,8;0,7;;;;;;;;;;
10309;09.30.2013 18:00;-3,8298;7,63;1,163;9,4;0,2;;;;;;;;;;
10310;09.30.2013 18:30;-3,98873;7,64;1,162;8,3;0,4;;;;;;;;;;
10311;09.30.2013 19:00;-3,09099;7,64;1,162;8,1;0,6;;;;;;;;;;
10312;09.30.2013 19:30;-2,86258;7,65;1,159;7,6;0,6;;;;;;;;;;
10313;09.30.2013 20:00;-2,61361;7,66;1,158;7,7;0,5;;;;;;;;;;
10314;09.30.2013 20:30;-3,7001;7,67;1,155;7,2;0,2;;;;;;;;;;
10315;09.30.2013 21:00;-3,42305;7,69;1,153;6,4;0,4;;;;;;;;;;
10316;09.30.2013 21:30;-3,62628;7,69;1,149;6,1;0,2;;;;;;;;;;
10317;09.30.2013 22:00;-3,41407;7,7;1,146;5,9;0,5;;;;;;;;;;
10318;09.30.2013 22:30;-3,46416;7,71;1,144;5,7;0,2;;;;;;;;;;
10319;09.30.2013 23:00;-3,6917;7,73;1,14;5,5;0,1;;;;;;;;;;
10320;09.30.2013 23:30;-3,54811;7,73;1,144;5,2;0,5;;;;;;;;;;
10321;10.01.2013 00:00;-3,06117;7,73;1,142;5,1;0,2;;;;;;;;;;
10322;10.01.2013 00:30;-3,55911;7,72;1,146;5;0,5;;;;;;;;;;
10323;10.01.2013 01:00;-3,79158;7,7;1,144;4,7;0,9;;;;;;;;;;
10324;10.01.2013 01:30;-3,38223;7,68;1,143;4,6;1,2;;;;;;;;;;
10325;10.01.2013 02:00;-3,49513;7,66;1,143;4,4;0,7;;;;;;;;;;
10326;10.01.2013 02:30;-3,52321;7,6;1,148;4,2;0,6;;;;;;;;;;
10327;10.01.2013 03:00;-3,19116;7,55;1,148;4;0,7;;;;;;;;;;
10328;10.01.2013 03:30;-3,44187;7,5;1,149;3,7;1,2;;;;;;;;;;
10329;10.01.2013 04:00;-3,57996;7,45;1,149;3,4;1;;;;;;;;;;
10330;10.01.2013 04:30;-4,15259;7,4;1,151;2,9;1,8;;;;;;;;;;
10331;10.01.2013 05:00;-3,56519;7,35;1,153;1,6;0,7;;;;;;;;;;
10332;10.01.2013 05:30;-2,90947;7,29;1,154;1,4;1,3;;;;;;;;;;
10333;10.01.2013 06:00;-0,474491;7,24;1,155;1,5;1,5;;;;;;;;;;
10334;10.01.2013 06:30;12,3165;7,19;1,156;1,4;1,6;;;;;;;;;;
10335;10.01.2013 07:00;54,3406;7,14;1,158;2,2;1,4;;;;;;;;;;
10336;10.01.2013 07:30;100,47;7,1;1,159;3,1;0,5;;;;;;;;;;
10337;10.01.2013 08:00;90,3914;7,07;1,159;4,9;2,2;;;;;;;;;;
10338;10.01.2013 08:30;240,306;7,07;1,158;6,3;1;;;;;;;;;;
10339;10.01.2013 09:00;231,52;7,07;1,159;7,7;0,3;;;;;;;;;;
10340;10.01.2013 09:30;343,939;7,07;1,157;8,6;0,3;;;;;;;;;;
10341;10.01.2013 10:00;327,652;7,07;1,156;9,4;0,4;;;;;;;;;;
10342;10.01.2013 10:30;409,886;7,07;1,156;10,9;0,5;;;;;;;;;;
10343;10.01.2013 11:00;426,787;7,08;1,155;11,4;0,3;;;;;;;;;;
10344;10.01.2013 11:30;482,11;7,09;1,155;12,6;0,5;;;;;;;;;;
10345;10.01.2013 12:00;488,304;7,09;1,154;12,2;0,2;;;;;;;;;;
10346;10.01.2013 12:30;443,098;7,1;1,153;12,8;0,4;;;;;;;;;;
10347;10.01.2013 13:00;429,177;7,1;1,153;13,2;0,2;;;;;;;;;;
10348;10.01.2013 13:30;402,91;7,11;1,152;13,5;0,2;;;;;;;;;;
10349;10.01.2013 14:00;367,276;7,12;1,151;13,1;0,3;;;;;;;;;;
10350;10.01.2013 14:30;344,698;7,12;1,15;13,5;0,2;;;;;;;;;;
10351;10.01.2013 15:00;68,4201;7,13;1,151;13,2;0,2;;;;;;;;;;
10352;10.01.2013 15:30;217,219;7,14;1,152;13,5;0,3;;;;;;;;;;
10353;10.01.2013 16:00;177,182;7,15;1,152;13,2;0,2;;;;;;;;;;
10354;10.01.2013 16:30;49,7286;7,16;1,153;12,7;0,4;;;;;;;;;;
10355;10.01.2013 17:00;40,1719;7,17;1,153;11,4;0,4;;;;;;;;;;
10356;10.01.2013 17:30;1,03583;7,18;1,156;10;0,2;;;;;;;;;;
10357;10.01.2013 18:00;-3,78927;7,18;1,158;9;0,7;;;;;;;;;;
10358;10.01.2013 18:30;-4,49767;7,19;1,159;8;0,7;;;;;;;;;;
10359;10.01.2013 19:00;-3,53885;7,21;1,16;7,6;0,9;;;;;;;;;;
10360;10.01.2013 19:30;-3,20129;7,21;1,159;7,3;1;;;;;;;;;;
10361;10.01.2013 20:00;-0,932769;7,23;1,157;7,2;0,7;;;;;;;;;;
10362;10.01.2013 20:30;-3,02991;7,24;1,156;7,5;0,3;;;;;;;;;;
10363;10.01.2013 21:00;-3,39439;7,24;1,154;6,7;0,3;;;;;;;;;;
10364;10.01.2013 21:30;-3,42392;7,26;1,154;6,2;0,2;;;;;;;;;;
10365;10.01.2013 22:00;-2,78673;7,27;1,154;5,9;0,2;;;;;;;;;;
10366;10.01.2013 22:30;-3,34633;7,28;1,153;5,5;0,6;;;;;;;;;;
10367;10.01.2013 23:00;-2,20831;7,29;1,152;5,3;0,7;;;;;;;;;;
10368;10.01.2013 23:30;-1,39134;7,3;1,151;6,2;0,8;;;;;;;;;;
10369;10.02.2013 00:00;-3,11097;7,31;1,151;6,3;0,7;;;;;;;;;;
10370;10.02.2013 00:30;-4,28257;7,32;1,152;5,1;1,1;;;;;;;;;;
10371;10.02.2013 01:00;-2,37766;7,32;1,151;4,9;1,1;;;;;;;;;;
10372;10.02.2013 01:30;-3,04178;7,31;1,151;5,1;1,6;;;;;;;;;;
10373;10.02.2013 02:00;-3,4022;7,3;1,153;5,3;2,1;;;;;;;;;;
10374;10.02.2013 02:30;-2,94074;7,28;1,156;5,1;0,7;;;;;;;;;;
10375;10.02.2013 03:00;-3,42247;7,26;1,158;4,8;1,5;;;;;;;;;;
10376;10.02.2013 03:30;-3,41118;7,24;1,16;4,6;1,8;;;;;;;;;;
10377;10.02.2013 04:00;-3,01427;7,2;1,163;4;0,6;;;;;;;;;;
10378;10.02.2013 04:30;-3,35154;7,14;1,167;3,2;2;;;;;;;;;;
10379;10.02.2013 05:00;-3,18218;7,09;1,169;2,8;2,8;;;;;;;;;;
10380;10.02.2013 05:30;-3,27482;7,04;1,171;3,1;1,5;;;;;;;;;;
10381;10.02.2013 06:00;-1,94978;6,99;1,172;2,8;0,8;;;;;;;;;;
10382;10.02.2013 06:30;9,01069;6,95;1,173;1,7;1,8;;;;;;;;;;
10383;10.02.2013 07:00;70,6224;6,9;1,175;2,9;2,1;;;;;;;;;;
10384;10.02.2013 07:30;110,271;6,86;1,177;4,5;2,5;;;;;;;;;;
10385;10.02.2013 08:00;172,498;6,83;1,178;6,3;2,9;;;;;;;;;;
10386;10.02.2013 08:30;236,594;6,82;1,179;7,3;3,2;;;;;;;;;;
10387;10.02.2013 09:00;219,055;6,81;1,18;7,8;0,8;;;;;;;;;;
10388;10.02.2013 09:30;335,118;6,81;1,18;9,2;0,7;;;;;;;;;;
10389;10.02.2013 10:00;373,339;6,81;1,181;9,3;0,7;;;;;;;;;;
10390;10.02.2013 10:30;175,357;6,81;1,183;9,7;0,8;;;;;;;;;;
10391;10.02.2013 11:00;438,513;6,81;1,184;10,5;0,6;;;;;;;;;;
10392;10.02.2013 11:30;466,94;6,82;1,183;11,2;1;;;;;;;;;;
10393;10.02.2013 12:00;513,339;6,83;1,183;10,7;0,7;;;;;;;;;;
10394;10.02.2013 12:30;135,003;6,83;1,183;11,3;0,8;;;;;;;;;;
10395;10.02.2013 13:00;161,73;6,84;1,183;12,2;0,7;;;;;;;;;;
10396;10.02.2013 13:30;145,892;6,85;1,183;11,7;0,8;;;;;;;;;;
10397;10.02.2013 14:00;104,765;6,86;1,182;11;1,1;;;;;;;;;;
10398;10.02.2013 14:30;346,803;6,87;1,184;12,2;1,4;;;;;;;;;;
10399;10.02.2013 15:00;281,027;6,88;1,184;12;0,1;;;;;;;;;;
10400;10.02.2013 15:30;218,643;6,89;1,185;11,5;0,4;;;;;;;;;;
10401;10.02.2013 16:00;150,21;6,9;1,187;10,9;0,2;;;;;;;;;;
10402;10.02.2013 16:30;95,0895;6,9;1,189;10,7;0,1;;;;;;;;;;
10403;10.02.2013 17:00;40,539;6,91;1,189;9,9;0,5;;;;;;;;;;
10404;10.02.2013 17:30;1,19563;6,92;1,19;8,6;0,8;;;;;;;;;;
10405;10.02.2013 18:00;-4,68614;6,93;1,191;7,1;1;;;;;;;;;;
10406;10.02.2013 18:30;-3,98613;6,94;1,191;6,8;0,9;;;;;;;;;;
10407;10.02.2013 19:00;-4,55673;6,94;1,191;6,2;0,6;;;;;;;;;;
10408;10.02.2013 19:30;-3,99365;6,95;1,191;5,9;0,4;;;;;;;;;;
